;idequipos;modelo;area;marca;nombre_sede;categoria;fecha_registro;fecha_mant;observaciones
3799;2951;RGTA-200;Enfermería;Detecto;San Cayetano;Balanza Mecánica;1/03/2021;26/07/2021 13:00;Funciona correctamente
3800;3385;RGTA-200;Consultorio 1;Detecto;ORU;Balanza Mecánica;20/03/2021;16/03/2021 10:51;Funciona correctamente
;;;;;;;;;
"Funcionando Correctamente.""";;;;;;;;;
3834;648;522 KL;COVID-19;Health O Meter;Tibú;Balanza Electrónica;24/01/2020;26/10/2020 8:08;Funciona correctamente 
3835;648;522 KL;COVID-19;Health O Meter;Tibú;Balanza Electrónica;24/01/2020;27/02/2021 8:34;Funciona correctamente
3836;648;522 KL;COVID-19;Health O Meter;Tibú;Balanza Electrónica;24/01/2020;27/06/2021 12:30;Funciona correctamente
3837;688;522 KL;Consultorio 1;Health O Meter;Tibú;Balanza Electrónica;24/01/2020;1/02/2020 18:26;Funciona correctamente 
3838;688;522 KL;Consultorio 1;Health O Meter;Tibú;Balanza Electrónica;24/01/2020;23/06/2020 15:12;Funciona correctamente
3839;688;522 KL;Consultorio 1;Health O Meter;Tibú;Balanza Electrónica;24/01/2020;23/10/2020 16:44;Funciona correctamente
3840;688;522 KL;Consultorio 1;Health O Meter;Tibú;Balanza Electrónica;24/01/2020;28/06/2021 11:34;Funciona correctamente
3841;704;522 KL;Nutrición;Health O Meter;Tibú;Balanza Electrónica;24/01/2020;1/02/2020 19:23;Funciona correctamente 
3842;704;522 KL;Nutrición;Health O Meter;Tibú;Balanza Electrónica;24/01/2020;23/06/2020 12:48;Funciona correctamente
3843;704;522 KL;Nutrición;Health O Meter;Tibú;Balanza Electrónica;24/01/2020;23/10/2020 16:57;Funciona correctamente
3844;704;522 KL;Nutrición;Health O Meter;Tibú;Balanza Electrónica;24/01/2020;28/06/2021 21:43;Funciona correctamente.
3845;721;522 KL;Consultorio 2;Health O Meter;Tibú;Balanza Electrónica;24/01/2020;2/02/2020 16:51;Funciona correctamente 
3846;721;522 KL;Consultorio 2;Health O Meter;Tibú;Balanza Electrónica;24/01/2020;22/06/2020 14:59;Funciona correctamente
3847;721;522 KL;Consultorio 2;Health O Meter;Tibú;Balanza Electrónica;24/01/2020;23/10/2020 9:45;Funciona correctamente
3848;721;522 KL;Consultorio 2;Health O Meter;Tibú;Balanza Electrónica;24/01/2020;26/02/2021 11:27;Funciona correctamente
3849;721;522 KL;Consultorio 2;Health O Meter;Tibú;Balanza Electrónica;24/01/2020;27/06/2021 11:40;Funciona correctamente
3850;724;522 KL;Sala ERA;Health O Meter;Tibú;Balanza Electrónica;24/01/2020;2/02/2020 16:23;Funciona correctamente 
3851;724;522 KL;Sala ERA;Health O Meter;Tibú;Balanza Electrónica;24/01/2020;22/06/2020 11:07;Funciona correctamente
3852;724;522 KL;Sala ERA;Health O Meter;Tibú;Balanza Electrónica;24/01/2020;23/10/2020 9:27;Funciona correctamente
3853;724;522 KL;Sala ERA;Health O Meter;Tibú;Balanza Electrónica;24/01/2020;26/02/2021 11:07;Funciona correctamente
3854;724;522 KL;Sala ERA;Health O Meter;Tibú;Balanza Electrónica;24/01/2020;28/06/2021 8:51;Funciona correctamente
3855;732;522 KL;Consultorio 1;Health O Meter;Tibú;Balanza Electrónica;24/01/2020;2/02/2020 20:30;Funciona correctamente 
3856;732;522 KL;Consultorio 1;Health O Meter;Tibú;Balanza Electrónica;24/01/2020;22/06/2020 10:54;Funcionando correctamente
3857;732;522 KL;Consultorio 1;Health O Meter;Tibú;Balanza Electrónica;24/01/2020;26/10/2020 8:10;Funciona correctamente 
3858;732;522 KL;Consultorio 1;Health O Meter;Tibú;Balanza Electrónica;24/01/2020;26/10/2020 8:12;Funciona correctamente 
3859;732;522 KL;Consultorio 1;Health O Meter;Tibú;Balanza Electrónica;24/01/2020;26/02/2021 11:08;Funciona correctamente
3860;732;522 KL;Consultorio 1;Health O Meter;Tibú;Balanza Electrónica;24/01/2020;27/06/2021 11:40;Funciona correctamente
3861;761;522 KL;Consultorio 8;Health O Meter;Tibú;Balanza Electrónica;28/01/2020;1/02/2020 19:07;Funciona correctamente 
3862;761;522 KL;Consultorio 8;Health O Meter;Tibú;Balanza Electrónica;28/01/2020;20/06/2020 16:11;Funciona
3863;761;522 KL;Consultorio 8;Health O Meter;Tibú;Balanza Electrónica;28/01/2020;25/02/2021 19:00;Funciona correctamente
3864;761;522 KL;Consultorio 8;Health O Meter;Tibú;Balanza Electrónica;28/01/2020;28/06/2021 19:48;Funciona correctamente.
3865;787;522 KL;Consultorio 4;Health O Meter;Tibú;Balanza Electrónica;28/01/2020;1/02/2020 18:24;Funciona correctamente 
3866;787;522 KL;Consultorio 4;Health O Meter;Tibú;Balanza Electrónica;28/01/2020;20/06/2020 17:57;Falta cargador 9v 1A
"Funciona correctamente""";;;;;;;;;
3867;787;522 KL;Consultorio 4;Health O Meter;Tibú;Balanza Electrónica;28/01/2020;25/02/2021 18:57;Funciona correctamente, 
3868;787;522 KL;Consultorio 4;Health O Meter;Tibú;Balanza Electrónica;28/01/2020;28/06/2021 20:08;Funciona correctamente.
3869;874;522 KL;Consultorio 4;Health O Meter;Tibú;Balanza Electrónica;31/01/2020;2/02/2020 11:13;Funciona correctamente 
3870;874;522 KL;Consultorio 4;Health O Meter;Tibú;Balanza Electrónica;31/01/2020;22/06/2020 18:42;Funciona correctamente
3871;874;522 KL;Consultorio 4;Health O Meter;Tibú;Balanza Electrónica;31/01/2020;26/10/2020 8:15;Funciona correctamente 
3872;874;522 KL;Consultorio 4;Health O Meter;Tibú;Balanza Electrónica;31/01/2020;28/06/2021 20:17;Funciona correctamente.
3873;916;522 KL;Sala de Partos;Health O Meter;Tibú;Balanza Electrónica;31/01/2020;2/02/2020 20:48;Funciona correctamente 
3874;916;522 KL;Sala de Partos;Health O Meter;Tibú;Balanza Electrónica;31/01/2020;21/06/2020 16:59;Funciona correctamente
3875;916;522 KL;Sala de Partos;Health O Meter;Tibú;Balanza Electrónica;31/01/2020;23/10/2020 8:16;Funcionando Correctamente
3876;916;522 KL;Sala de Partos;Health O Meter;Tibú;Balanza Electrónica;31/01/2020;26/02/2021 15:03;Funciona correctamente
3877;916;522 KL;Sala de Partos;Health O Meter;Tibú;Balanza Electrónica;31/01/2020;27/06/2021 12:04;Funciona correctamente
3878;2846;522 KL;Enfermería;Health O Meter;Villa Caro;Balanza Electrónica;1/03/2021;24/02/2021 16:49;Funciona correctamente
3879;3012;522 KL;Enfermería;Health O Meter;Santiago;Balanza Electrónica;2/03/2021;29/04/2021 11:19;Funciona correctamente 
3880;3031;522 KL;Sala ERA;Health O Meter;Santiago;Balanza Electrónica;2/03/2021;29/04/2021 11:49;Funciona correctamente 
3881;188;160 KG;Estación Enfermería;Health O Meter;Pamplona;Balanza Mecánica;11/12/2019;23/04/2020 16:49;Equipo funcionando correctamente
3882;188;160 KG;Estación Enfermería;Health O Meter;Pamplona;Balanza Mecánica;11/12/2019;14/07/2020 12:08;Equipo funcionando correctamente
3883;188;160 KG;Estación Enfermería;Health O Meter;Pamplona;Balanza Mecánica;11/12/2019;23/10/2020 8:50;Funcionando correctamente
3884;188;160 KG;Estación Enfermería;Health O Meter;Pamplona;Balanza Mecánica;11/12/2019;28/01/2021 16:01;equipo funcionando correctamente
3885;188;160 KG;Estación Enfermería;Health O Meter;Pamplona;Balanza Mecánica;11/12/2019;16/07/2021 14:41;Equipo funcionando correctamente
3886;218;160 KG;Cirugía Plástica Y Estética;Health O Meter;Pamplona;Balanza Mecánica;11/12/2019;20/05/2020 8:32;Equipo reubicado por contingencia covid19. Funcionando correctamente
3887;218;160 KG;Cirugía Plástica Y Estética;Health O Meter;Pamplona;Balanza Mecánica;11/12/2019;22/08/2020 9:52;Equipo funcionando correctamente
3888;218;160 KG;Cirugía Plástica Y Estética;Health O Meter;Pamplona;Balanza Mecánica;11/12/2019;23/11/2020 10:48;Equipo guardado temporalmente
3889;218;160 KG;Cirugía Plástica Y Estética;Health O Meter;Pamplona;Balanza Mecánica;11/12/2019;20/05/2021 11:01;Equipo en funcionamiento
3890;575;160 KG;Vacunación;Health O Meter;SILOS;Balanza Mecánica;16/12/2019;29/03/2021 13:32;Equipo funcionando correctamente 
3891;575;160 KG;Vacunación;Health O Meter;SILOS;Balanza Mecánica;16/12/2019;4/06/2021 12:33;Equipo funcionando correctamente 
3892;1413;160 KG;Consultorio 1;Health O Meter;CUCUTILLA;Balanza Mecánica;15/04/2020;25/08/2020 17:46;Funcionando correctamente
3893;1413;160 KG;Consultorio 1;Health O Meter;CUCUTILLA;Balanza Mecánica;15/04/2020;25/03/2021 23:11;Equipo funcionando correctamente 
3894;1727;160 KG;Aislamiento;Health O Meter;El Tarra;Balanza Mecánica;9/06/2020;17/03/2021 8:14;Funciona correctamente
3895;2363;160 KG;Consultorio 1;Health O Meter;La Gabarra;Balanza Mecánica;1/10/2020;26/05/2021 17:00;Funciona correctamente
3896;2796;160 KG;Consultorio 6;Health O Meter;Tibú;Balanza Mecánica;25/02/2021;25/02/2021 19:08;Funciona correctamente
3897;2796;160 KG;Consultorio 6;Health O Meter;Tibú;Balanza Mecánica;25/02/2021;28/06/2021 19:41;Funciona correctamente.
3898;3014;160 KG;Enfermería;Health O Meter;Santiago;Balanza Mecánica;2/03/2021;29/04/2021 11:20;Funciona correctamente 
3899;3198;160 KG;Consultorio 2;Health O Meter;Salazar;Balanza Mecánica;2/03/2021;7/05/2021 19:13;Funciona correctamente
3900;3220;160 KG;Consultorio 1;Health O Meter;Salazar;Balanza Mecánica;2/03/2021;7/05/2021 18:18;Funciona correctamente
3901;3355;160 KG;P Y P;Health O Meter;PACELLI;Balanza Mecánica;16/03/2021;16/03/2021 22:59;Funciona correctamente
3902;3355;160 KG;P Y P;Health O Meter;PACELLI;Balanza Mecánica;16/03/2021;26/06/2021 9:50;Funciona correctamente
3903;6828;160 KG;Urgencias;Health O Meter;La Gabarra;Balanza Mecánica;26/05/2021;26/05/2021 8:51;Funciona correctamente
3904;214;402 KL;Medicina Interna;Health O Meter;Pamplona;Balanza Mecánica;11/12/2019;20/05/2020 8:38;Equipo reubicado por contingencia covid19. Funcionando correctamente
3905;214;402 KL;Medicina Interna;Health O Meter;Pamplona;Balanza Mecánica;11/12/2019;22/08/2020 10:49;Equipo funcionando correctamente
3906;214;402 KL;Medicina Interna;Health O Meter;Pamplona;Balanza Mecánica;11/12/2019;23/11/2020 9:48;Equipo funcionando correctamente
3907;214;402 KL;Medicina Interna;Health O Meter;Pamplona;Balanza Mecánica;11/12/2019;20/05/2021 11:15;Equipo en funcionamiento
3908;220;402 KL;Consultorio 1;Health O Meter;Pamplona;Balanza Mecánica;11/12/2019;20/05/2020 8:25;Equipo reubicado por contingencia covid19. Funcionando correctamente
3909;220;402 KL;Consultorio 1;Health O Meter;Pamplona;Balanza Mecánica;11/12/2019;22/08/2020 10:33;Equipo funcionando correctamente
3910;220;402 KL;Consultorio 1;Health O Meter;Pamplona;Balanza Mecánica;11/12/2019;23/11/2020 10:52;Equipo guardado temporalmente
3911;220;402 KL;Consultorio 1;Health O Meter;Pamplona;Balanza Mecánica;11/12/2019;20/05/2021 11:05;Equipo en funcionamiento 
3912;227;402 KL;Nutrición;Health O Meter;Pamplona;Balanza Mecánica;11/12/2019;19/05/2020 19:34;Equipo funcionando correctamente
3913;227;402 KL;Nutrición;Health O Meter;Pamplona;Balanza Mecánica;11/12/2019;22/08/2020 10:52;Equipo guardado por contingencia covid19
3914;227;402 KL;Nutrición;Health O Meter;Pamplona;Balanza Mecánica;11/12/2019;23/11/2020 9:51;Equipo funcionando correctamente
3915;227;402 KL;Nutrición;Health O Meter;Pamplona;Balanza Mecánica;11/12/2019;20/05/2021 11:17;Equipo en funcionamiento
3916;230;402 KL;Riesgo Cardiovascular ;Health O Meter;Pamplona;Balanza Mecánica;11/12/2019;20/05/2020 8:39;Equipo reubicado por contingencia covid19. Funcionando correctamente
3917;230;402 KL;Riesgo Cardiovascular ;Health O Meter;Pamplona;Balanza Mecánica;11/12/2019;22/08/2020 11:00;Equipo guardado por contingencia covid19
3918;230;402 KL;Riesgo Cardiovascular ;Health O Meter;Pamplona;Balanza Mecánica;11/12/2019;23/11/2020 10:57;Equipo guardado temporalmente
3919;230;402 KL;Riesgo Cardiovascular ;Health O Meter;Pamplona;Balanza Mecánica;11/12/2019;20/05/2021 11:21;Equipo en buen estado
3920;239;402 KL;Consultorio 13;Health O Meter;Pamplona;Balanza Mecánica;11/12/2019;14/06/2020 17:26;Equipo reubicado por contingencia covid19
3921;239;402 KL;Consultorio 13;Health O Meter;Pamplona;Balanza Mecánica;11/12/2019;22/08/2020 11:27;Equipo funcionando correctamente
3922;239;402 KL;Consultorio 13;Health O Meter;Pamplona;Balanza Mecánica;11/12/2019;23/11/2020 11:02;Equipo guardado temporalmente
3923;430;402 KL;Enfermería;Health O Meter;CÁCOTA;Balanza Mecánica;16/12/2019;1/04/2021 11:10;Equipo en funcionamiento 
3924;430;402 KL;Enfermería;Health O Meter;CÁCOTA;Balanza Mecánica;16/12/2019;2/06/2021 15:55;Equipo funcionando correctamente 
3925;466;402 KL;Odontología;Health O Meter;CHITAGÁ;Balanza Mecánica;16/12/2019;31/03/2021 17:04;Equipo funcionando correctamente 
3926;466;402 KL;Odontología;Health O Meter;CHITAGÁ;Balanza Mecánica;16/12/2019;2/06/2021 9:09;Equipo funcionando correctamente 
3927;467;402 KL;Enfermería;Health O Meter;CHITAGÁ;Balanza Mecánica;16/12/2019;31/03/2021 15:33;Equipo funcionando correctamente 
3928;467;402 KL;Enfermería;Health O Meter;CHITAGÁ;Balanza Mecánica;16/12/2019;2/06/2021 9:36;Equipo funcionando correctamente 
3929;548;402 KL;Consultorio Médico;Health O Meter;MUTISCUA;Balanza Mecánica;16/12/2019;30/03/2021 17:00;Equipo funcionando correctamente 
3930;548;402 KL;Consultorio Médico;Health O Meter;MUTISCUA;Balanza Mecánica;16/12/2019;4/06/2021 11:43;Equipo funcionando correctamente 
3931;549;402 KL;Enfermería;Health O Meter;MUTISCUA;Balanza Mecánica;16/12/2019;30/03/2021 16:53;Equipo funcionando correctamente 
3932;549;402 KL;Enfermería;Health O Meter;MUTISCUA;Balanza Mecánica;16/12/2019;4/06/2021 11:30;Equipo funcionando correctamente 
3933;567;402 KL;Enfermería;Health O Meter;SILOS;Balanza Mecánica;16/12/2019;29/03/2021 15:26;Equipo funcionando correctamente 
3934;567;402 KL;Enfermería;Health O Meter;SILOS;Balanza Mecánica;16/12/2019;24/06/2021 9:14;Equipo en funcionamiento 
3935;576;402 KL;Consultorio Médico;Health O Meter;SILOS;Balanza Mecánica;16/12/2019;29/03/2021 15:32;Equipo funcionando correctamente 
3936;576;402 KL;Consultorio Médico;Health O Meter;SILOS;Balanza Mecánica;16/12/2019;24/06/2021 9:20;Equipo en funcionamiento 
3937;2117;402 KL;Triage;Health O Meter;Bucarasica;Balanza Mecánica;21/09/2020;11/12/2020 5:50;Funciona correctamente
3938;2117;402 KL;Triage;Health O Meter;Bucarasica;Balanza Mecánica;21/09/2020;27/04/2021 8:49;Funciona correctamente
3939;2133;402 KL;P Y P;Health O Meter;Campo Dos;Balanza Mecánica;23/09/2020;19/03/2021 10:11;Funciona correctamente
3940;2133;402 KL;P Y P;Health O Meter;Campo Dos;Balanza Mecánica;23/09/2020;21/07/2021 15:41;Funciona correctamente
3941;2134;402 KL;P Y P;Health O Meter;Campo Dos;Balanza Mecánica;23/09/2020;19/03/2021 10:12;Funciona correctamente
3942;2134;402 KL;P Y P;Health O Meter;Campo Dos;Balanza Mecánica;23/09/2020;21/07/2021 15:44;Funciona correctamente
3943;2135;402 KL;P Y P;Health O Meter;Campo Dos;Balanza Mecánica;23/09/2020;19/03/2021 10:13;Funciona correctamente
3944;2135;402 KL;P Y P;Health O Meter;Campo Dos;Balanza Mecánica;23/09/2020;21/07/2021 15:44;Funciona correctamente
3945;2455;402 KL;Consultorio 3;Health O Meter;Sardinata;Balanza Mecánica;27/10/2020;11/12/2020 14:09;Funcionando correctamente
3946;2455;402 KL;Consultorio 3;Health O Meter;Sardinata;Balanza Mecánica;27/10/2020;29/04/2021 13:15;Funciona correctamente
3947;2586;402 KL;Sala IRA;Health O Meter;Sardinata;Balanza Mecánica;25/11/2020;11/12/2020 14:25;Funcionando correctamente
3948;2586;402 KL;Sala IRA;Health O Meter;Sardinata;Balanza Mecánica;25/11/2020;29/04/2021 13:10;Funciona correctamente
3949;2939;402 KL;Urgencias;Health O Meter;San Cayetano;Balanza Mecánica;1/03/2021;26/07/2021 12:58;Funciona correctamente
3950;3006;402 KL;Enfermería;Health O Meter;Cornejo;Balanza Mecánica;2/03/2021;22/07/2021 12:24;Funciona correctamente
3951;6360;402 KL;Consultorio Médico;Health O Meter;CÁCOTA;Balanza Mecánica;19/05/2021;2/06/2021 16:53;Equipo funcionando correctamente 
3952;216;100 K;Cirugía General;Health O Meter;Pamplona;Balanza Mecánica;11/12/2019;20/05/2020 8:49;Equipo reubicado por contingencia covid19. Funcionando correctamente
3953;216;100 K;Cirugía General;Health O Meter;Pamplona;Balanza Mecánica;11/12/2019;22/08/2020 9:44;Equipo guardado por contingencia covid19
3954;216;100 K;Cirugía General;Health O Meter;Pamplona;Balanza Mecánica;11/12/2019;23/11/2020 10:48;Equipo guardado temporalmente
3955;216;100 K;Cirugía General;Health O Meter;Pamplona;Balanza Mecánica;11/12/2019;20/05/2021 11:00;Equipo en buen estado
3956;225;100 K;Anestesia;Health O Meter;Pamplona;Balanza Mecánica;11/12/2019;20/05/2020 8:47;Equipo presenta fallas en sistema mecánico. Pesaje desajustado. Se lleva para mantenimiento 
3957;225;100 K;Anestesia;Health O Meter;Pamplona;Balanza Mecánica;11/12/2019;22/08/2020 9:43;Equipo guardado por contingencia covid19
3958;225;100 K;Anestesia;Health O Meter;Pamplona;Balanza Mecánica;11/12/2019;23/11/2020 9:57;Equipo guardado temporalmente
3959;225;100 K;Anestesia;Health O Meter;Pamplona;Balanza Mecánica;11/12/2019;20/05/2021 10:58;Equipo en funcionamiento
3960;6361;100 KG;Aps Móvil;Health O Meter;Pamplona;Balanza Mecánica;19/05/2021;27/07/2021 11:13;Equipo funcionando correctamente
3961;1049;386 KG;Enfermería;Health O Meter;SILOS;Balanza Mecánica;6/03/2020;29/03/2021 15:29;Equipo funcionando correctamente 
3962;1049;386 KG;Enfermería;Health O Meter;SILOS;Balanza Mecánica;6/03/2020;24/06/2021 9:16;Equipo en funcionamiento 
3963;1726;386 KG;Urgencias;Health O Meter;El Tarra;Balanza Mecánica;9/06/2020;17/03/2021 17:05;Funciona correctamente
3964;3382;386 KG;Consulta General;Health O Meter;Filogringo ;Balanza Mecánica;20/03/2021;16/03/2021 10:41;Funciona correctamente
3965;644;450 kl;COVID-19;Health O Meter;Tibú;Balanza Mecánica;24/01/2020;1/02/2020 20:15;Funciona correctamente 
3966;644;450 kl;COVID-19;Health O Meter;Tibú;Balanza Mecánica;24/01/2020;23/06/2020 12:58;Funciona correctamente
3967;644;450 kl;COVID-19;Health O Meter;Tibú;Balanza Mecánica;24/01/2020;26/10/2020 7:56;Funciona correctamente 
3968;644;450 kl;COVID-19;Health O Meter;Tibú;Balanza Mecánica;24/01/2020;27/02/2021 8:33;Funciona correctamente
3969;644;450 kl;COVID-19;Health O Meter;Tibú;Balanza Mecánica;24/01/2020;27/06/2021 12:29;Funciona correctamente
3970;682;450 kl;Consultorio 1;Health O Meter;Tibú;Balanza Mecánica;24/01/2020;1/02/2020 18:23;Funciona correctamente 
3971;682;450 kl;Consultorio 1;Health O Meter;Tibú;Balanza Mecánica;24/01/2020;23/06/2020 13:49;Funciona correctamente
3972;682;450 kl;Consultorio 1;Health O Meter;Tibú;Balanza Mecánica;24/01/2020;23/10/2020 16:27;Funciona correctamente
3973;682;450 kl;Consultorio 1;Health O Meter;Tibú;Balanza Mecánica;24/01/2020;28/06/2021 11:34;Funciona correctamente
3974;698;450 kl;Consultorio 2;Health O Meter;Tibú;Balanza Mecánica;24/01/2020;1/02/2020 18:52;Funciona correctamente 
3975;698;450 kl;Consultorio 2;Health O Meter;Tibú;Balanza Mecánica;24/01/2020;23/06/2020 15:14;Funciona correctamente
3976;698;450 kl;Consultorio 2;Health O Meter;Tibú;Balanza Mecánica;24/01/2020;26/10/2020 8:01;Funciona correctamente 
3977;698;450 kl;Consultorio 2;Health O Meter;Tibú;Balanza Mecánica;24/01/2020;28/06/2021 11:37;Funciona correctamente
3978;703;450 kl;Consultorio 3;Health O Meter;Tibú;Balanza Mecánica;24/01/2020;1/02/2020 19:20;Funciona correctamente 
3979;703;450 kl;Consultorio 3;Health O Meter;Tibú;Balanza Mecánica;24/01/2020;22/06/2020 17:59;Se encontró el equipo en Cons Ext- Consultorio Enfermería.
"Funcionando Correctamente.""";;;;;;;;;
3980;703;450 kl;Consultorio 3;Health O Meter;Tibú;Balanza Mecánica;24/01/2020;23/10/2020 16:56;Funciona correctamente
3981;703;450 kl;Consultorio 3;Health O Meter;Tibú;Balanza Mecánica;24/01/2020;28/06/2021 11:31;Funciona correctamente
3982;716;450 kl;Triage;Health O Meter;Tibú;Balanza Mecánica;24/01/2020;2/02/2020 16:36;Funciona correctamente 
3983;716;450 kl;Triage;Health O Meter;Tibú;Balanza Mecánica;24/01/2020;22/06/2020 14:43;Funcionando correctamente
3984;716;450 kl;Triage;Health O Meter;Tibú;Balanza Mecánica;24/01/2020;23/10/2020 9:40;Funciona correctamente
3985;716;450 kl;Triage;Health O Meter;Tibú;Balanza Mecánica;24/01/2020;26/02/2021 11:37;Funciona correctamente
3986;716;450 kl;Triage;Health O Meter;Tibú;Balanza Mecánica;24/01/2020;28/06/2021 8:48;Funciona correctamente
3987;730;450 kl;Consultorio 1;Health O Meter;Tibú;Balanza Mecánica;24/01/2020;2/02/2020 16:12;Funciona correctamente 
3988;730;450 kl;Consultorio 1;Health O Meter;Tibú;Balanza Mecánica;24/01/2020;22/06/2020 10:58;Funcionando correctamente
3989;730;450 kl;Consultorio 1;Health O Meter;Tibú;Balanza Mecánica;24/01/2020;26/10/2020 8:10;Funciona correctamente 
3990;730;450 kl;Consultorio 1;Health O Meter;Tibú;Balanza Mecánica;24/01/2020;26/02/2021 11:02;Funciona correctamente
3991;730;450 kl;Consultorio 1;Health O Meter;Tibú;Balanza Mecánica;24/01/2020;27/06/2021 11:39;Funciona correctamente
3992;757;450 kl;Consultorio 5;Health O Meter;Tibú;Balanza Mecánica;28/01/2020;1/02/2020 18:40;Funciona correctamente 
3993;757;450 kl;Consultorio 5;Health O Meter;Tibú;Balanza Mecánica;28/01/2020;20/06/2020 15:50;Funciona correctamente
3994;757;450 kl;Consultorio 5;Health O Meter;Tibú;Balanza Mecánica;28/01/2020;25/02/2021 19:11;Funciona correctamente
3995;757;450 kl;Consultorio 5;Health O Meter;Tibú;Balanza Mecánica;28/01/2020;28/06/2021 19:36;Funciona correctamente.
3996;759;450 kl;Consultorio 6;Health O Meter;Tibú;Balanza Mecánica;28/01/2020;1/02/2020 18:41;Funciona correctamente 
3997;759;450 kl;Consultorio 6;Health O Meter;Tibú;Balanza Mecánica;28/01/2020;23/06/2020 15:11;Funciona correctamente
3998;759;450 kl;Consultorio 6;Health O Meter;Tibú;Balanza Mecánica;28/01/2020;25/02/2021 18:54;Funciona correctamente
3999;759;450 kl;Consultorio 6;Health O Meter;Tibú;Balanza Mecánica;28/01/2020;28/06/2021 19:39;Funciona correctamente.
4000;762;450 kl;Consultorio 7;Health O Meter;Tibú;Balanza Mecánica;28/01/2020;1/02/2020 18:42;Funciona correctamente 
4001;762;450 kl;Consultorio 7;Health O Meter;Tibú;Balanza Mecánica;28/01/2020;20/06/2020 16:05;Funciona
4002;762;450 kl;Consultorio 7;Health O Meter;Tibú;Balanza Mecánica;28/01/2020;25/02/2021 19:05;Funciona correctamente
4003;762;450 kl;Consultorio 7;Health O Meter;Tibú;Balanza Mecánica;28/01/2020;28/06/2021 19:44;Funciona correctamente.
4004;770;450 kl;Consultorio 1;Health O Meter;Tibú;Balanza Mecánica;28/01/2020;1/02/2020 17:46;Funciona correctamente 
4005;770;450 kl;Consultorio 1;Health O Meter;Tibú;Balanza Mecánica;28/01/2020;20/06/2020 17:27;Funciona correctamente
4006;770;450 kl;Consultorio 1;Health O Meter;Tibú;Balanza Mecánica;28/01/2020;25/02/2021 19:23;Funciona correctamente
4007;770;450 kl;Consultorio 1;Health O Meter;Tibú;Balanza Mecánica;28/01/2020;28/06/2021 18:56;Funciona correctamente.
4008;783;450 kl;Consultorio 2;Health O Meter;Tibú;Balanza Mecánica;28/01/2020;1/02/2020 18:00;Funciona correctamente
4009;783;450 kl;Consultorio 2;Health O Meter;Tibú;Balanza Mecánica;28/01/2020;20/06/2020 17:05;Funciona correctamente
4010;783;450 kl;Consultorio 2;Health O Meter;Tibú;Balanza Mecánica;28/01/2020;25/02/2021 19:16;Funciona correctamente
4011;783;450 kl;Consultorio 2;Health O Meter;Tibú;Balanza Mecánica;28/01/2020;28/06/2021 19:27;Funciona correctamente.
4012;792;450 kl;Consultorio 4;Health O Meter;Tibú;Balanza Mecánica;28/01/2020;1/02/2020 18:29;Funciona correctamente 
4013;792;450 kl;Consultorio 4;Health O Meter;Tibú;Balanza Mecánica;28/01/2020;20/06/2020 17:49;Funciona correctamente
4014;792;450 kl;Consultorio 4;Health O Meter;Tibú;Balanza Mecánica;28/01/2020;25/02/2021 18:54;Funciona correctamente
4015;792;450 kl;Consultorio 4;Health O Meter;Tibú;Balanza Mecánica;28/01/2020;28/06/2021 20:12;Funciona correctamente.
4016;793;450 kl;Consultorio 3;Health O Meter;Tibú;Balanza Mecánica;28/01/2020;1/02/2020 18:18;Funciona correctamente 
4017;793;450 kl;Consultorio 3;Health O Meter;Tibú;Balanza Mecánica;28/01/2020;20/06/2020 15:37;Funciona correctamente, se realizó ajuste en 0.
4018;793;450 kl;Consultorio 3;Health O Meter;Tibú;Balanza Mecánica;28/01/2020;25/02/2021 18:20;Funciona correctamente
4019;793;450 kl;Consultorio 3;Health O Meter;Tibú;Balanza Mecánica;28/01/2020;28/06/2021 20:02;Funciona correctamente.
4020;875;450 kl;Consultorio 4;Health O Meter;Tibú;Balanza Mecánica;31/01/2020;2/02/2020 11:14;Funciona correctamente 
4021;875;450 kl;Consultorio 4;Health O Meter;Tibú;Balanza Mecánica;31/01/2020;23/06/2020 15:17;Funciona correctamente
4022;875;450 kl;Consultorio 4;Health O Meter;Tibú;Balanza Mecánica;31/01/2020;26/10/2020 8:15;Funciona correctamente 
4023;875;450 kl;Consultorio 4;Health O Meter;Tibú;Balanza Mecánica;31/01/2020;28/06/2021 20:17;Funciona correctamente.
4024;1176;1524 KLS;Enfermería;Health O Meter;SILOS;Balanza Mecánica;24/03/2020;29/03/2021 15:30;Equipo funcionando correctamente 
4025;1176;1524 KLS;Enfermería;Health O Meter;SILOS;Balanza Mecánica;24/03/2020;24/06/2021 9:17;Equipo en funcionamiento 
4026;1202;1524 KLS;Toma De Tensión Arterial;Health O Meter;CHITAGÁ;Balanza Mecánica;24/03/2020;31/03/2021 17:06;Equipo funcionando correctamente 
4027;1202;1524 KLS;Toma De Tensión Arterial;Health O Meter;CHITAGÁ;Balanza Mecánica;24/03/2020;2/06/2021 12:06;Equipo funcionando correctamente 
4028;1362;4715;Carro De Paro;Health O Meter;Pamplona;Balanza Mecánica;13/04/2020;15/05/2021 10:57;Equipo funcionando correctamente 
4029;1838;800Kl;Consultorio 6;Health O Meter;Tibú;Balanza Electrónica;20/06/2020;20/06/2020 15:58;Funciona correctamente
4030;1838;800Kl;Consultorio 6;Health O Meter;Tibú;Balanza Electrónica;20/06/2020;28/06/2021 19:40;Funciona correctamente.
